# Traits in Affinity,weapon,# Traits,body,rune,% Traits in Affinity,Affinity,background,head,companion,shield,token_id,numTraits,image,name
2,Bone Club,5,Red Tunic Armor,Rune of Pluto,40 percent,Axe,Black,Barbarian,,Shield of Down Only,891,10,https://portal.forgottenrunes.com/api/warriors/img/891,Titus Liquidator of Light
4,Bush Spear,6,Green Knight,Rune of Jupiter,66 percent,Verdant,Green,Onna-Musha,Greater Cassowary,Green Kite,892,11,https://portal.forgottenrunes.com/api/warriors/img/892,Chiyo Eidolon of Knights
3,Malachite Cleaver,6,Green Amazonian Jumpsuit,Rune of Venus,50 percent,Jungle,Green,Marsh Girl,Hyena,Shield of the Black Goat,893,11,https://portal.forgottenrunes.com/api/warriors/img/893,Alicia Slasher of Monsters
3,Master Claymore,5,Brown Knight,Rune of Mercury,60 percent,Guard,Blue,Styxian,,Snake Shield,894,10,https://portal.forgottenrunes.com/api/warriors/img/894,Nuru Razer of Rats
4,Sword of Babylon,5,Iron Knight of the Hills,,80 percent,Muscle,Green,Blonde Bearded Berserker,Hamadryas Baboon,Purple Kite,895,10,https://portal.forgottenrunes.com/api/warriors/img/895,Rumbar Chisler of Thieves
3,Yellow Chainsaw,5,Street Punk with Teal Camo,Rune of Pluto,60 percent,Blackness,Black,Flower of the Wheel,Silver Goat,,896,10,https://portal.forgottenrunes.com/api/warriors/img/896,Navi Render of the Citadel
4,Estoc,6,Yellow Hedge Knight Armor,Rune of Venus,66 percent,Rugged,Black,Furgnome Marauder,Silver Goat,Blue Buckler,897,11,https://portal.forgottenrunes.com/api/warriors/img/897,Otto Impaler of Thieves
3,East Side Pipe Wrench,5,Business Suit,Rune of Mars,60 percent,Crimson,Red,Gold Knight Helm,Demon Hound,,898,10,https://portal.forgottenrunes.com/api/warriors/img/898,William Shatterer of Implings
3,,3,White Tunic Armor,,100 percent,Knight,Black,Forgotten Man,,Yellow Buckler,899,8,https://portal.forgottenrunes.com/api/warriors/img/899,Brutus Antagonist of the South
3,Longbow,6,Kobold Road Warrior,Rune of Saturn,50 percent,Blackness,Black,Kobold Grunt,Silver Goat,Shield of Up Only,900,11,https://portal.forgottenrunes.com/api/warriors/img/900,Rando Robber of Bandits
3,Silver Poleaxe,6,Alchemist Armor,Rune of Air,50 percent,Blue Shift,Blue,Basic Bro,Hyena,Water Elemental Shield,901,11,https://portal.forgottenrunes.com/api/warriors/img/901,Chase Savior of the Sacred Pillars
3,Battle Axe,6,Green Knight,Rune of Earth,50 percent,Armor,Green,Lady of the Oasis,Hyena,Shield of the Moon,902,11,https://portal.forgottenrunes.com/api/warriors/img/902,Margaret Hellraiser of the Realm
4,Titan Cleaver,6,Blue Medieval Livery,Rune of Brass,66 percent,Crimson,Red,Meriotic Warrior,Sand Cobra,Shield of the Sun,903,11,https://portal.forgottenrunes.com/api/warriors/img/903,Akon Antagonist of Beasts
3,Master Claymore,6,Yellow One Piece,Rune of Venus,50 percent,Amber,Green,Red Horn Lady Buff,Northern Lynx,Green Buckler,904,11,https://portal.forgottenrunes.com/api/warriors/img/904,Sharla Obliterator of Honor
4,Sabre,6,Brown Hedge Knight Armor,Rune of Air,66 percent,Brownish,Black,Shaolin,Wild Eagle,Purple Kite,905,11,https://portal.forgottenrunes.com/api/warriors/img/905,Wharton Razer of Dragons
3,Yellow Chainsaw,6,Armor of Earth,Rune of Water,50 percent,Brownish,Green,Fungus,Buffkin,Mercenary Heater Shield,906,11,https://portal.forgottenrunes.com/api/warriors/img/906,Truffkin Antihero of the Sun
3,Whip,6,West Woodland Cloak,Rune of Saturn,50 percent,Wild,Black,Moorish Girl,Onyx Panther,Red Herald Shield,907,11,https://portal.forgottenrunes.com/api/warriors/img/907,Lucy Lasher of the Wild
2,Iron Hammer,3,Purple Belt Ruffian,,66 percent,Grey,Blue,Forgotten Man,,,908,8,https://portal.forgottenrunes.com/api/warriors/img/908,Tad Masher of Kobolds
5,Silver Poleaxe,6,Alchemist Armor,Rune of Brass,83 percent,Armor,Blue,Imp Warrior,Golden Jaguar,Tate Shield,909,11,https://portal.forgottenrunes.com/api/warriors/img/909,Dell Savior of Wizards
4,Partisan,6,Murmillo Gear,Rune of Mars,66 percent,Rugged,Blue,Elder,Spectacled Falcon,Snake Shield,910,11,https://portal.forgottenrunes.com/api/warriors/img/910,Fangir Impaler of the Desert
4,Giant Cleaver,6,Red Macho Pants,Rune of Up,66 percent,Purple Haze,Purple,Purple Dwarven Helm,Robo Dog,Yellow Kite,911,11,https://portal.forgottenrunes.com/api/warriors/img/911,Dando Hacker of the Duck Alliance
5,Lazurite Dragon Sword,6,Blue Medieval Livery,Rune of Protection,83 percent,Blue Shift,Blue,Guardian Helm,Harpy Eagle,Blue Kite,912,11,https://portal.forgottenrunes.com/api/warriors/img/912,Arthur Paragon of Light
4,Goblin Sword,6,Green Road Spandex,Rune of Lime,66 percent,Crimson,Red,Autumn Warrior,Dirt Pig,Tanker Heater Shield,913,11,https://portal.forgottenrunes.com/api/warriors/img/913,Millicent Ruin of Goblin Town
4,Malachite Cleaver,6,Banded Armor of the Forest,Rune of Fire,66 percent,Rugged,Green,Cyber Marauder,Nastyass Honey Badger,Green Kite,914,11,https://portal.forgottenrunes.com/api/warriors/img/914,Asmodeus Ruin of Shadows
3,Longbow,6,Prism Armor,Rune of Water,50 percent,Blackness,Black,Wrestler Giant,Onyx Panther,Snake Shield,915,11,https://portal.forgottenrunes.com/api/warriors/img/915,Tim Defender of Crystals
3,Longbow,6,South Woodland Cloak,Rune of Lime,50 percent,Wild,Green,Marsh Girl,Northern Lynx,Gold Holy Shield,916,11,https://portal.forgottenrunes.com/api/warriors/img/916,Leah Menace of the Elysian Fields
5,Ishtar Sword,6,Dark Ronin Armor,Rune of Uranus,83 percent,Purple Haze,Purple,Purple Viking Helm,Null Goat,Shield of the Moon,917,11,https://portal.forgottenrunes.com/api/warriors/img/917,Krafili Lacerator of the Lost City
4,Bone Club,5,Street Punk with Brown Camo,Rune of Cinnabar,80 percent,Wild,Green,Forgotten Man,Rattlesnake,,918,10,https://portal.forgottenrunes.com/api/warriors/img/918,Spike Fragmenter of the Street
3,Tuck,4,Classic Leather Barbarian Bikini,,75 percent,Feminine,Black,Lady of the Oasis,,Iron Buckler,919,9,https://portal.forgottenrunes.com/api/warriors/img/919,Keren Ruffian of the Arena
4,Blue Broadsword,5,Street Hoodlum,Rune of Venus,80 percent,Blue Shift,Blue,Blue Dwarven Helm,Ultramarine Rhinoceros Beetle,,920,10,https://portal.forgottenrunes.com/api/warriors/img/920,Dando Shaver of Imps
4,Wooden Club,6,Nord Armor,Rune of Air,66 percent,Armor,Red,Forgotten Lady,Woodland Wolverine,Yellow Kite,921,11,https://portal.forgottenrunes.com/api/warriors/img/921,Sal Shatterer of Worlds
3,Blue Shortsword,6,Purple Macho Pants,Rune of Uranus,50 percent,Blackness,Black,Wrestler Giant,Night Wolf,Infinity Shield,922,11,https://portal.forgottenrunes.com/api/warriors/img/922,Mondo Wrecker of the Coliseum
2,Rapier,3,Purple Wrestling Singlet,,66 percent,Armor,Blue,Lycan Warrior,,,923,8,https://portal.forgottenrunes.com/api/warriors/img/923,Pierce Paragon of Mount Titan
3,Brown Longsword,3,Yellow Wrestling Singlet,,100 percent,Heavy,Black,Contender Helm,,,924,8,https://portal.forgottenrunes.com/api/warriors/img/924,Rothschild Sword of Mount Titan
3,Spiked Ball and Chain,6,Green Tunic Armor,Rune of Venus,50 percent,Medieval,Black,Shaolin,Robo Dog,Horseshoe Shield,925,11,https://portal.forgottenrunes.com/api/warriors/img/925,Rogue Crusher of the Mountain
3,Scimitar,4,Purple Valkyrie Armor,,75 percent,Feminine,Blue,Daughter of the Brine,,Shield of Up Only,926,9,https://portal.forgottenrunes.com/api/warriors/img/926,Leah Stabber of Shadows
3,Golden Sword,6,Kobold Grunt Gear,Rune of Sigma,50 percent,Crimson,Black,Blue Dwarven Helm,Night Wolf,Tate Shield,927,11,https://portal.forgottenrunes.com/api/warriors/img/927,Ian Contaminator of Chickens
2,Trident,5,Street Punk with Violet Camo,Rune of Up,40 percent,Sea,Black,Kelt,Onyx Panther,,928,10,https://portal.forgottenrunes.com/api/warriors/img/928,Arvid Protector of Goblin Town
4,Master Claymore,6,Green Tunic Armor,Rune of Neptune,66 percent,Armor,Green,Olympian,Gigas Hornet,Air Elemental Shield,929,11,https://portal.forgottenrunes.com/api/warriors/img/929,Zolan Calamity of Dragons
2,Scimitar,5,Yellow Wrestling Singlet,Rune of Earth,40 percent,Desert,Green,Ether Horn Helm,Woodland Wolverine,,930,10,https://portal.forgottenrunes.com/api/warriors/img/930,Naberius Punisher of the Ring
4,Estoc,6,Green Hedge Knight Armor,Rune of Cinnabar,66 percent,Armor,Green,Cool Guy,Northern Lynx,Triple Triangle Shield,931,11,https://portal.forgottenrunes.com/api/warriors/img/931,Nicolas Shark of the Trail
3,Aurelian Double Blade,5,Traveller's Cloak Yellow,Rune of Brimstone,60 percent,Rugged,Blue,Macho Man,,Might Shield,932,10,https://portal.forgottenrunes.com/api/warriors/img/932,Farrell Wounder of the Coliseum
3,Malachite Dragon Pike,6,Terrapin Armor,Rune of Saturn,50 percent,Verdant,Green,Zimbala,Ultramarine Rhinoceros Beetle,Pony Shield,933,11,https://portal.forgottenrunes.com/api/warriors/img/933,Dusty Hacker of the Slime
3,Cheeseburger,6,Gallus Gear,Rune of Neptune,50 percent,Brute,Black,Action Man,Night Wolf,Shield of Balance,934,11,https://portal.forgottenrunes.com/api/warriors/img/934,Rockford of the Sun
3,Butcher Knife,5,Purple Knight,,60 percent,Blue Shift,Blue,Winter Warrior,Robo Dog,Water Elemental Shield,935,10,https://portal.forgottenrunes.com/api/warriors/img/935,Devon Mutilater of Dragons
3,Journeyman Falchion,4,Armor of Fire,,75 percent,Guard,Black,Moorish Girl,,Shield of the Sun,936,9,https://portal.forgottenrunes.com/api/warriors/img/936,Judy Cutter of the Hall
5,Bo Staff,6,Brown Hedge Knight Armor,Rune of Venus,83 percent,Brownish,Green,Gladiator Helmet,Wild Eagle,Brown Kite,937,11,https://portal.forgottenrunes.com/api/warriors/img/937,Cornelius Basher of the Arena
4,Estoc,5,Yellow Knight,Rune of Fire,80 percent,Armor,Blue,Kelt,,Air Elemental Shield,938,10,https://portal.forgottenrunes.com/api/warriors/img/938,Alicia Thief of Dragons
4,Jungle Boomerang,6,Xanthous Paladin Gear,Rune of Neptune,66 percent,Verdant,Green,Mescaline Warrior,Aurelian Rhinoceros Beetle,Green Kite,939,11,https://portal.forgottenrunes.com/api/warriors/img/939,Asim Ranger of the Moon
5,Partisan,6,Aura Knight with Red Cloak,Rune of Fire,83 percent,Rugged,Purple,Forgotten Man,Null Goat,Green Kite,940,11,https://portal.forgottenrunes.com/api/warriors/img/940,Cossus Defeater of the Road
5,Jungle Boomerang,6,Blue Hedge Knight Armor,Rune of Mars,83 percent,Blue Shift,Blue,Shutter Knight,Harpy Eagle,Blue Kite,941,11,https://portal.forgottenrunes.com/api/warriors/img/941,Thombim Champion of the Rune Raiders
3,Blood Sword,5,Black Dominatrix Gear,Rune of Pluto,60 percent,Blackness,Black,Cloud Champion,Demon Hound,,942,10,https://portal.forgottenrunes.com/api/warriors/img/942,Camilla Slayer of Pain
3,Shortbow,6,Armor of Earth,Rune of Jupiter,50 percent,Brownish,Green,Contender Helm,Hyena,Water Elemental Shield,943,11,https://portal.forgottenrunes.com/api/warriors/img/943,Zagan Protector of the Mountain
4,Silver Poleaxe,5,Capital City Keikogi,Rune of Fire,80 percent,Blue Shift,Blue,Sea Guard,Royal Razorback,,944,10,https://portal.forgottenrunes.com/api/warriors/img/944,Callahan Champion of the Dojo
4,Ishtar Sword,6,Purple Knight,Rune of Air,66 percent,Purple Haze,Purple,Kushite,Null Goat,Frog Shield,945,11,https://portal.forgottenrunes.com/api/warriors/img/945,Zora Champion of the Valley
4,Red Broadsword,6,Dark Assassin Tunic,Rune of Mars,66 percent,Crimson,Red,Red Ronin,Hamadryas Baboon,Red Herald Shield,946,11,https://portal.forgottenrunes.com/api/warriors/img/946,Rockford Mincer of the City
3,Chakram,6,Dark Assassin Tunic,Rune of Lime,50 percent,Rugged,Blue,Jungle Commando,Rattlesnake,Snake Shield,947,11,https://portal.forgottenrunes.com/api/warriors/img/947,Mace Vanquisher of the Penthouse
3,Bo Staff,5,Gladiator's Cloak with Leather Briefs,Rune of Cinnabar,60 percent,Gladiator,Black,Akkadian,,Air Elemental Shield,948,10,https://portal.forgottenrunes.com/api/warriors/img/948,Hurin Crumbler of the Rock
3,Red Shortsword,5,Zuli Suit,Rune of Jupiter,60 percent,Feminine,Blue,Kushite,,Shield of Down Only,949,10,https://portal.forgottenrunes.com/api/warriors/img/949,Nyarai Savior of the Lost City
3,Bush Spear,5,Banded Armor of the Forest,Rune of Neptune,60 percent,Verdant,Green,Furgnome Marauder,,Iron Buckler,950,10,https://portal.forgottenrunes.com/api/warriors/img/950,Goober Protector of Shadows
3,Bo Staff,6,Purple Provocator Garb,Rune of Sun,50 percent,Gladiator,Blue,Praetorian,Woodland Wolverine,Mercenary Heater Shield,951,11,https://portal.forgottenrunes.com/api/warriors/img/951,Volantius Basher of the Rock
5,Spetum,5,Sapphire Paladin Gear,,100 percent,Blue Shift,Blue,Colloidal Silver Man,Royal Razorback,Blue Kite,952,10,https://portal.forgottenrunes.com/api/warriors/img/952,Drake Impaler of the Duck Alliance
2,Yellow Chainsaw,6,Blue Hedge Knight Armor,Rune of Jupiter,33 percent,Cyber,Blue,Olive Mendicant,Wild Eagle,White Holy Shield,953,11,https://portal.forgottenrunes.com/api/warriors/img/953,Azim Mangler of the Grass
2,Bo Staff,5,Glory Knight,Rune of Cinnabar,40 percent,Monk,Black,Cool Guy,,Green Aspis,954,10,https://portal.forgottenrunes.com/api/warriors/img/954,Colt Defeater of Rats
4,Green Longsword,6,Armor of Earth,Rune of Uranus,66 percent,Heavy,Green,Mescaline Warrior,Hamadryas Baboon,Tomb Shield,955,11,https://portal.forgottenrunes.com/api/warriors/img/955,Chuck Piercer of Glory
3,Goblin Sword,6,Honor Guard of the South,Rune of Fire,50 percent,Darkness,Green,Divanae,Sand Cobra,Toxin Shield,956,11,https://portal.forgottenrunes.com/api/warriors/img/956,Zula Assaulter of Beasts
4,Malachite Cleaver,6,Majestic Epic Gear,Rune of Omega,66 percent,Verdant,Green,Zimbala,Scarlet Macaw,Green Kite,957,11,https://portal.forgottenrunes.com/api/warriors/img/957,Manuel Sword of the Duck Alliance
5,Red Longsword,6,Gallus Gear,Rune of Brimstone,83 percent,Crimson,Red,Blue Dwarven Helm,Gigas Hornet,Shield of the Sun,958,11,https://portal.forgottenrunes.com/api/warriors/img/958,Karnak Mercenary of the Coliseum
4,Silver Poleaxe,6,Skylord Plate Armor,Rune of Saturn,66 percent,Blue Shift,Blue,Shutter Knight,Sand Cobra,Blue Kite,959,11,https://portal.forgottenrunes.com/api/warriors/img/959,Drulek Impaler of the Hall
4,Estoc,5,West Woodland Cloak,Rune of Brimstone,80 percent,Darkness,Blue,Moorish Girl,,Shield of the Moon,960,10,https://portal.forgottenrunes.com/api/warriors/img/960,Diana Impaler of the North
3,Battle Axe,4,Red Provocator Garb,,75 percent,Brownish,Black,Purple Viking Helm,,Red Aspis,961,9,https://portal.forgottenrunes.com/api/warriors/img/961,Korlim Nullifier of the Arena
3,Mug of Ale,6,Yellow Knight,Rune of Uranus,50 percent,Knight,Black,Dominatrix,Field Hound,White Kite,962,11,https://portal.forgottenrunes.com/api/warriors/img/962,Andrea of Scoundrels
3,Partisan,5,Street Punk Goblin,Rune of Steel,60 percent,Olive,Black,Goblin,,Red Aspis,963,10,https://portal.forgottenrunes.com/api/warriors/img/963,Kroberg Protector of Nasty Town
4,Stratiotai Spear,5,Fur Barbarian,Rune of Steel,80 percent,Armor,Black,Spiked Helm,,Brown Kite,964,10,https://portal.forgottenrunes.com/api/warriors/img/964,Abigor Protector of Mount Titan
5,Lazurite Dragon Sword,6,Alchemist Armor,Rune of Brass,83 percent,Armor,Blue,Xanthe,Royal Razorback,Blue Buckler,965,11,https://portal.forgottenrunes.com/api/warriors/img/965,Bellatrix Vanquisher of Scoundrels
3,Mace,5,Commando Fatigues,Rune of Pluto,60 percent,Darkness,Green,Green Knight Helm,Wild Eagle,,966,10,https://portal.forgottenrunes.com/api/warriors/img/966,Hugh Clubber of Komodi
4,Green Longsword,6,Green Knight,Rune of Brimstone,66 percent,Verdant,Green,Kempo,Attack Drone,Green Kite,967,11,https://portal.forgottenrunes.com/api/warriors/img/967,LiMei Attacker of Muscle Mountain
3,Blood Sword,5,Black Dominatrix Gear,Rune of Omega,60 percent,Blackness,Black,Peahen Warrior,Silver Goat,,968,10,https://portal.forgottenrunes.com/api/warriors/img/968,Tisa Slasher of Torment Manor
3,Amaryllis Fey Sword,5,Purple Macho Pants,,60 percent,Blackness,Black,Blood Horn Helm,Black Goat,Kraken Shield,969,10,https://portal.forgottenrunes.com/api/warriors/img/969,Asmodeus Ruin of the Duck Alliance
3,Hambone,6,Green Provocator Garb,Rune of Uranus,50 percent,Brownish,Black,Contender Helm,Hyena,Wolf Shield,970,11,https://portal.forgottenrunes.com/api/warriors/img/970,Arioch of the Cockatrice
4,Silver Poleaxe,6,Blue Knight,Rune of Lime,66 percent,Blue Shift,Blue,Onna-Musha,Ultramarine Rhinoceros Beetle,Water Elemental Shield,971,11,https://portal.forgottenrunes.com/api/warriors/img/971,Kazuko Poker of the Mountain
4,Bo Staff,6,Highlander's Tartan,Rune of Mercury,66 percent,Wild,Black,Cool Guy,Northern Lynx,Gold Herald Shield,972,11,https://portal.forgottenrunes.com/api/warriors/img/972,Willy Neutralizer for Freedom
2,,4,Red Boxing Shorts,Rune of Brass,50 percent,Darkness,Black,Praetorian,Hyena,,973,9,https://portal.forgottenrunes.com/api/warriors/img/973,Tetraites Hero of Komodi
3,Sabre,6,Purple Macho Pants,Rune of Mercury,50 percent,Blackness,Black,Executioner,Black Goat,White Holy Shield,974,11,https://portal.forgottenrunes.com/api/warriors/img/974,Naberius Disintegrator of the Valley
4,Rapier,6,Skylord Plate Armor,Rune of Brimstone,66 percent,Blue Shift,Blue,Guardian Helm,Ultramarine Rhinoceros Beetle,Blue Buckler,975,11,https://portal.forgottenrunes.com/api/warriors/img/975,Lance Ranger of the Dawn
3,Morningstar,6,Banded Armor of Earth,Rune of Lime,50 percent,Brute,Blue,Blonde Bearded Berserker,Northern Lynx,Yellow Buckler,976,11,https://portal.forgottenrunes.com/api/warriors/img/976,Jasper Basher of the West
3,Chakram,6,Banded Armor of Earth,Rune of Brimstone,50 percent,Brownish,Blue,Cool Guy,Northern Lynx,Red Aspis,977,11,https://portal.forgottenrunes.com/api/warriors/img/977,Caesar Grifter of the Villa
2,Sai,5,Street Punk with Brown Camo,Rune of Mercury,40 percent,MMMA,Green,Contender Helm,Northern Lynx,,978,10,https://portal.forgottenrunes.com/api/warriors/img/978,Grumel Savior of Thieves
3,Lavender Double Blade,5,Street Hoodlum,Rune of Neptune,60 percent,Heavy,Black,Brigand,Hyena,,979,10,https://portal.forgottenrunes.com/api/warriors/img/979,Werner Waster of the Underground
3,Nunchaku,6,Fur Barbarian,Rune of Saturn,50 percent,Brownish,Black,Highlander,Buffkin,Tomb Shield,980,11,https://portal.forgottenrunes.com/api/warriors/img/980,Thorne Flagellator of the Jungle
3,Malachite Dragon Pike,5,Cyborg Body,Rune of Brass,60 percent,Verdant,Green,Furgnome Mercenary,Scarlet Macaw,,981,10,https://portal.forgottenrunes.com/api/warriors/img/981,Helix Assaulter of Robots
5,Plains Boomerang,6,Woodland Armor,Rune of Mercury,83 percent,Forest,Red,Woodlander,Dirt Pig,Wooden Shield,982,11,https://portal.forgottenrunes.com/api/warriors/img/982,Devon Explorer of the Shadows
4,Malachite Dragon Pike,6,Dominion Plate Armor,Rune of Sigma,66 percent,Brute,Black,Motor Assassin,Night Wolf,Air Elemental Shield,983,11,https://portal.forgottenrunes.com/api/warriors/img/983,Rocky Armageddon of the Realm
4,Cyber Axe,5,Purple Belt Ruffian,Rune of Sun,80 percent,Purple Haze,Purple,Ether Horn Helm,Null Goat,,984,10,https://portal.forgottenrunes.com/api/warriors/img/984,Typhon Battler of the Disco
4,Plains Boomerang,5,Purple Belt Ruffian,Rune of Brimstone,80 percent,Purple Haze,Purple,Yellow Viking Helm,Null Goat,,985,10,https://portal.forgottenrunes.com/api/warriors/img/985,Kobeat Vengeance of Thieves
